TLSv1.3,1,67,14.925373134328357,1
TLSv1.3,1,67,14.925373134328357,2
TLSv1.3,1,105,9.523809523809524,3
TLSv1.3,5,162,30.864197530864196,1
TLSv1.3,5,165,30.3030303030303,2
TLSv1.3,5,166,30.12048192771084,3
TLSv1.3,10,200,50.0,1
TLSv1.3,10,202,49.5049504950495,2
TLSv1.3,10,202,49.5049504950495,3
TLSv1.3,1024,968,1057.8512396694216,1
TLSv1.3,1024,956,1071.1297071129707,2
TLSv1.3,1024,938,1091.684434968017,3
